Source,Target,Type,Weight
34,856,unweighted,1
34,857,unweighted,1
34,858,unweighted,1
34,859,unweighted,1
34,860,unweighted,1
34,861,unweighted,1
34,862,unweighted,1
34,863,unweighted,1
34,864,unweighted,1
34,865,unweighted,1
34,866,unweighted,1
34,867,unweighted,1
34,868,unweighted,1
34,869,unweighted,1
34,870,unweighted,1
34,871,unweighted,1
34,872,unweighted,1
34,873,unweighted,1
34,874,unweighted,1
34,875,unweighted,1
34,876,unweighted,1
34,877,unweighted,1
34,878,unweighted,1
34,879,unweighted,1
34,880,unweighted,1
34,881,unweighted,1
34,882,unweighted,1
34,883,unweighted,1
34,884,unweighted,1
34,885,unweighted,1
34,886,unweighted,1
34,887,unweighted,1
34,888,unweighted,1
35,889,unweighted,1
35,890,unweighted,1
35,891,unweighted,1
35,892,unweighted,1
35,893,unweighted,1
35,894,unweighted,1
35,895,unweighted,1
35,896,unweighted,1
35,897,unweighted,1
35,898,unweighted,1
35,899,unweighted,1
35,900,unweighted,1
35,901,unweighted,1
35,902,unweighted,1
35,903,unweighted,1
35,904,unweighted,1
35,905,unweighted,1
35,906,unweighted,1
35,907,unweighted,1
35,908,unweighted,1
35,909,unweighted,1
35,910,unweighted,1
35,911,unweighted,1
35,912,unweighted,1
35,913,unweighted,1
35,914,unweighted,1
35,915,unweighted,1
35,916,unweighted,1
35,917,unweighted,1
35,918,unweighted,1
35,919,unweighted,1
35,920,unweighted,1
35,921,unweighted,1
35,922,unweighted,1
35,923,unweighted,1
35,924,unweighted,1
35,925,unweighted,1
35,926,unweighted,1
35,927,unweighted,1
35,928,unweighted,1
36,929,unweighted,1
36,930,unweighted,1
36,931,unweighted,1
36,932,unweighted,1
36,933,unweighted,1
36,934,unweighted,1
36,935,unweighted,1
36,936,unweighted,1
36,937,unweighted,1
36,938,unweighted,1
36,939,unweighted,1
36,940,unweighted,1
36,941,unweighted,1
36,942,unweighted,1
36,943,unweighted,1
36,944,unweighted,1
36,945,unweighted,1
36,40,unweighted,1
36,946,unweighted,1
36,947,unweighted,1
36,948,unweighted,1
36,949,unweighted,1
36,950,unweighted,1
36,951,unweighted,1
36,952,unweighted,1
36,55,unweighted,1
36,953,unweighted,1
36,954,unweighted,1
36,955,unweighted,1
36,956,unweighted,1
36,957,unweighted,1
36,958,unweighted,1
36,959,unweighted,1
36,960,unweighted,1
36,961,unweighted,1
36,962,unweighted,1
36,963,unweighted,1
36,44,unweighted,1
36,964,unweighted,1
36,965,unweighted,1
37,966,unweighted,1
37,967,unweighted,1
37,968,unweighted,1
37,969,unweighted,1
37,970,unweighted,1
37,971,unweighted,1
37,972,unweighted,1
37,973,unweighted,1
37,974,unweighted,1
37,975,unweighted,1
37,976,unweighted,1
37,977,unweighted,1
37,978,unweighted,1
37,979,unweighted,1
37,980,unweighted,1
37,981,unweighted,1
37,982,unweighted,1
37,882,unweighted,1
37,983,unweighted,1
37,984,unweighted,1
37,985,unweighted,1
37,986,unweighted,1
37,987,unweighted,1
37,988,unweighted,1
37,989,unweighted,1
37,990,unweighted,1
37,991,unweighted,1
37,35,unweighted,1
37,992,unweighted,1
37,993,unweighted,1
37,994,unweighted,1
37,995,unweighted,1
37,996,unweighted,1
37,997,unweighted,1
37,998,unweighted,1
37,999,unweighted,1
37,1000,unweighted,1
37,1001,unweighted,1
37,1002,unweighted,1
37,1003,unweighted,1
38,1004,unweighted,1
38,1005,unweighted,1
38,1006,unweighted,1
38,1007,unweighted,1
38,1008,unweighted,1
38,1009,unweighted,1
38,1010,unweighted,1
38,1011,unweighted,1
38,1012,unweighted,1
38,1013,unweighted,1
38,1014,unweighted,1
38,1015,unweighted,1
38,1016,unweighted,1
38,1017,unweighted,1
38,1018,unweighted,1
38,1019,unweighted,1
38,208,unweighted,1
38,1020,unweighted,1
38,1021,unweighted,1
38,1022,unweighted,1
38,209,unweighted,1
38,1023,unweighted,1
38,1024,unweighted,1
38,1025,unweighted,1
38,1026,unweighted,1
38,210,unweighted,1
38,1027,unweighted,1
38,959,unweighted,1
38,1028,unweighted,1
38,1029,unweighted,1
38,40,unweighted,1
38,1030,unweighted,1
38,1031,unweighted,1
38,954,unweighted,1
38,1032,unweighted,1
38,1033,unweighted,1
38,1034,unweighted,1
38,211,unweighted,1
38,1035,unweighted,1
38,1036,unweighted,1
39,1037,unweighted,1
39,1038,unweighted,1
39,1039,unweighted,1
39,1040,unweighted,1
39,1041,unweighted,1
39,1042,unweighted,1
39,1043,unweighted,1
39,1044,unweighted,1
39,1045,unweighted,1
39,1046,unweighted,1
39,1047,unweighted,1
39,1048,unweighted,1
39,1049,unweighted,1
39,1050,unweighted,1
39,1051,unweighted,1
39,1052,unweighted,1
39,1053,unweighted,1
39,1054,unweighted,1
39,1055,unweighted,1
39,1056,unweighted,1
39,1057,unweighted,1
39,1058,unweighted,1
39,1059,unweighted,1
39,1060,unweighted,1
39,1061,unweighted,1
39,1062,unweighted,1
39,1063,unweighted,1
39,1064,unweighted,1
39,959,unweighted,1
39,1065,unweighted,1
39,1066,unweighted,1
39,1067,unweighted,1
39,1068,unweighted,1
39,1069,unweighted,1
39,1070,unweighted,1
39,1071,unweighted,1
39,1072,unweighted,1
39,1073,unweighted,1
39,1074,unweighted,1
39,1075,unweighted,1
40,1076,unweighted,1
40,1077,unweighted,1
40,1078,unweighted,1
40,1079,unweighted,1
40,1080,unweighted,1
40,1081,unweighted,1
40,1082,unweighted,1
40,1083,unweighted,1
40,1084,unweighted,1
40,1085,unweighted,1
40,1086,unweighted,1
40,212,unweighted,1
40,1087,unweighted,1
40,1088,unweighted,1
40,1089,unweighted,1
40,1090,unweighted,1
40,213,unweighted,1
40,704,unweighted,1
40,1091,unweighted,1
40,1092,unweighted,1
40,1093,unweighted,1
40,1094,unweighted,1
40,1095,unweighted,1
40,1096,unweighted,1
40,1097,unweighted,1
40,214,unweighted,1
40,1098,unweighted,1
40,1099,unweighted,1
40,1100,unweighted,1
40,1101,unweighted,1
40,1102,unweighted,1
40,1103,unweighted,1
40,1104,unweighted,1
40,1105,unweighted,1
40,1106,unweighted,1
40,1107,unweighted,1
40,1108,unweighted,1
40,1109,unweighted,1
40,215,unweighted,1
40,1110,unweighted,1
41,1111,unweighted,1
41,1112,unweighted,1
41,1113,unweighted,1
41,1114,unweighted,1
41,1115,unweighted,1
41,1116,unweighted,1
41,1117,unweighted,1
41,216,unweighted,1
41,1118,unweighted,1
41,899,unweighted,1
41,1119,unweighted,1
41,1120,unweighted,1
41,1121,unweighted,1
41,1122,unweighted,1
41,1123,unweighted,1
41,1124,unweighted,1
41,1125,unweighted,1
41,1126,unweighted,1
41,1127,unweighted,1
41,1128,unweighted,1
41,1129,unweighted,1
41,1130,unweighted,1
41,1131,unweighted,1
41,1132,unweighted,1
41,1133,unweighted,1
41,1134,unweighted,1
41,1135,unweighted,1
41,902,unweighted,1
41,1060,unweighted,1
41,1136,unweighted,1
41,1137,unweighted,1
41,1138,unweighted,1
41,1139,unweighted,1
41,1140,unweighted,1
41,1141,unweighted,1
41,1142,unweighted,1
41,1143,unweighted,1
41,1144,unweighted,1
41,1145,unweighted,1
41,218,unweighted,1
42,1146,unweighted,1
42,1147,unweighted,1
42,1148,unweighted,1
42,1149,unweighted,1
42,217,unweighted,1
42,1150,unweighted,1
42,1151,unweighted,1
42,1152,unweighted,1
42,1153,unweighted,1
42,1154,unweighted,1
42,1155,unweighted,1
42,1156,unweighted,1
42,1157,unweighted,1
42,1158,unweighted,1
42,1159,unweighted,1
42,1160,unweighted,1
42,1161,unweighted,1
42,1162,unweighted,1
42,1163,unweighted,1
42,1164,unweighted,1
42,1165,unweighted,1
42,1166,unweighted,1
42,1167,unweighted,1
42,1168,unweighted,1
42,1169,unweighted,1
42,1170,unweighted,1
42,1171,unweighted,1
42,1172,unweighted,1
42,1173,unweighted,1
42,1174,unweighted,1
42,1175,unweighted,1
42,1176,unweighted,1
42,1177,unweighted,1
42,1178,unweighted,1
42,1179,unweighted,1
42,1180,unweighted,1
42,1181,unweighted,1
42,1182,unweighted,1
42,1183,unweighted,1
42,1184,unweighted,1
43,1185,unweighted,1
43,1186,unweighted,1
43,219,unweighted,1
43,1187,unweighted,1
43,1188,unweighted,1
43,1189,unweighted,1
43,1190,unweighted,1
43,1191,unweighted,1
43,1192,unweighted,1
43,1193,unweighted,1
43,220,unweighted,1
43,1194,unweighted,1
43,1195,unweighted,1
43,1196,unweighted,1
43,1197,unweighted,1
43,1198,unweighted,1
43,1199,unweighted,1
43,1200,unweighted,1
43,1201,unweighted,1
43,1202,unweighted,1
43,1203,unweighted,1
43,1204,unweighted,1
43,1205,unweighted,1
43,1206,unweighted,1
43,1207,unweighted,1
43,1208,unweighted,1
43,1209,unweighted,1
43,1210,unweighted,1
43,1211,unweighted,1
43,1212,unweighted,1
43,1213,unweighted,1
43,1214,unweighted,1
43,1215,unweighted,1
43,1216,unweighted,1
43,41,unweighted,1
43,1217,unweighted,1
43,1218,unweighted,1
43,1219,unweighted,1
43,1220,unweighted,1
43,1221,unweighted,1
44,1222,unweighted,1
44,1223,unweighted,1
44,1224,unweighted,1
44,221,unweighted,1
44,1225,unweighted,1
44,222,unweighted,1
44,1226,unweighted,1
44,1227,unweighted,1
44,1228,unweighted,1
44,1229,unweighted,1
44,1230,unweighted,1
44,1231,unweighted,1
44,1232,unweighted,1
44,1233,unweighted,1
44,1234,unweighted,1
44,1235,unweighted,1
44,1236,unweighted,1
44,1237,unweighted,1
44,1238,unweighted,1
44,1239,unweighted,1
44,1240,unweighted,1
44,1241,unweighted,1
44,1242,unweighted,1
44,1243,unweighted,1
44,1244,unweighted,1
44,1245,unweighted,1
44,1246,unweighted,1
44,1247,unweighted,1
44,1248,unweighted,1
44,1249,unweighted,1
44,1250,unweighted,1
44,1251,unweighted,1
44,1252,unweighted,1
44,1253,unweighted,1
44,1254,unweighted,1
44,971,unweighted,1
44,1255,unweighted,1
44,1256,unweighted,1
44,1257,unweighted,1
44,1258,unweighted,1
45,1259,unweighted,1
45,1260,unweighted,1
45,1261,unweighted,1
45,1262,unweighted,1
45,1263,unweighted,1
45,1264,unweighted,1
45,1265,unweighted,1
45,1266,unweighted,1
45,1267,unweighted,1
45,1268,unweighted,1
45,1269,unweighted,1
45,1270,unweighted,1
45,1271,unweighted,1
45,1150,unweighted,1
45,1272,unweighted,1
45,1273,unweighted,1
45,1274,unweighted,1
45,1275,unweighted,1
45,1276,unweighted,1
45,1277,unweighted,1
45,170,unweighted,1
45,1278,unweighted,1
45,1279,unweighted,1
45,1280,unweighted,1
45,1281,unweighted,1
45,90,unweighted,1
45,1282,unweighted,1
45,1283,unweighted,1
45,1284,unweighted,1
45,1285,unweighted,1
45,1286,unweighted,1
45,1287,unweighted,1
45,1288,unweighted,1
45,1289,unweighted,1
45,1290,unweighted,1
45,1291,unweighted,1
45,1292,unweighted,1
45,223,unweighted,1
45,1293,unweighted,1
45,1294,unweighted,1
46,1295,unweighted,1
46,1296,unweighted,1
46,1297,unweighted,1
46,224,unweighted,1
47,1298,unweighted,1
47,1299,unweighted,1
47,1300,unweighted,1
47,1301,unweighted,1
47,1302,unweighted,1
47,1303,unweighted,1
47,1304,unweighted,1
47,1305,unweighted,1
47,1306,unweighted,1
47,1307,unweighted,1
47,1308,unweighted,1
47,1309,unweighted,1
47,1310,unweighted,1
47,1311,unweighted,1
47,1312,unweighted,1
47,1313,unweighted,1
47,1314,unweighted,1
47,1315,unweighted,1
47,1316,unweighted,1
47,1317,unweighted,1
47,1318,unweighted,1
47,1319,unweighted,1
47,1320,unweighted,1
47,1321,unweighted,1
47,1322,unweighted,1
47,1323,unweighted,1
47,1324,unweighted,1
47,1325,unweighted,1
47,1326,unweighted,1
47,1327,unweighted,1
47,1328,unweighted,1
47,1329,unweighted,1
47,1330,unweighted,1
47,1179,unweighted,1
47,1331,unweighted,1
47,1332,unweighted,1
47,1333,unweighted,1
47,1334,unweighted,1
47,1335,unweighted,1
47,1336,unweighted,1
48,1337,unweighted,1
48,1338,unweighted,1
48,1339,unweighted,1
48,1340,unweighted,1
48,1341,unweighted,1
48,1342,unweighted,1
48,1343,unweighted,1
48,1344,unweighted,1
48,1345,unweighted,1
48,1346,unweighted,1
48,1347,unweighted,1
48,1348,unweighted,1
48,1349,unweighted,1
48,1350,unweighted,1
48,1351,unweighted,1
48,1352,unweighted,1
48,1353,unweighted,1
48,1354,unweighted,1
48,1355,unweighted,1
48,1356,unweighted,1
48,1357,unweighted,1
48,1358,unweighted,1
48,1359,unweighted,1
48,1360,unweighted,1
48,1361,unweighted,1
48,1362,unweighted,1
48,1363,unweighted,1
48,1364,unweighted,1
48,1365,unweighted,1
48,1366,unweighted,1
48,1367,unweighted,1
48,1368,unweighted,1
48,1369,unweighted,1
48,1370,unweighted,1
48,1371,unweighted,1
48,1372,unweighted,1
48,1373,unweighted,1
48,1374,unweighted,1
48,1375,unweighted,1
48,1376,unweighted,1
49,1377,unweighted,1
49,1378,unweighted,1
49,1379,unweighted,1
49,1380,unweighted,1
49,1381,unweighted,1
49,1382,unweighted,1
49,1383,unweighted,1
49,1384,unweighted,1
49,1385,unweighted,1
49,1386,unweighted,1
49,1387,unweighted,1
49,50,unweighted,1
49,1388,unweighted,1
49,1389,unweighted,1
49,1390,unweighted,1
49,1391,unweighted,1
49,1392,unweighted,1
49,1393,unweighted,1
49,1394,unweighted,1
49,1395,unweighted,1
49,1396,unweighted,1
49,93,unweighted,1
49,1397,unweighted,1
49,1398,unweighted,1
49,1399,unweighted,1
49,1400,unweighted,1
49,1401,unweighted,1
49,1402,unweighted,1
49,1403,unweighted,1
49,1404,unweighted,1
49,1405,unweighted,1
49,1406,unweighted,1
49,1407,unweighted,1
49,100,unweighted,1
49,1408,unweighted,1
49,1409,unweighted,1
49,1410,unweighted,1
49,1411,unweighted,1
49,1412,unweighted,1
49,1413,unweighted,1
50,1414,unweighted,1
50,93,unweighted,1
50,1415,unweighted,1
50,1416,unweighted,1
50,1417,unweighted,1
50,1418,unweighted,1
50,1419,unweighted,1
50,1420,unweighted,1
50,1421,unweighted,1
50,1422,unweighted,1
50,225,unweighted,1
50,1423,unweighted,1
50,1424,unweighted,1
50,1425,unweighted,1
50,1426,unweighted,1
50,1427,unweighted,1
50,1428,unweighted,1
50,1429,unweighted,1
50,1430,unweighted,1
50,226,unweighted,1
50,1431,unweighted,1
50,1432,unweighted,1
50,1433,unweighted,1
50,1354,unweighted,1
50,1434,unweighted,1
50,1435,unweighted,1
50,1436,unweighted,1
50,1437,unweighted,1
50,1438,unweighted,1
50,1439,unweighted,1
50,1440,unweighted,1
50,1441,unweighted,1
50,1442,unweighted,1
50,1443,unweighted,1
50,1444,unweighted,1
50,1445,unweighted,1
50,1446,unweighted,1
50,1447,unweighted,1
50,1448,unweighted,1
50,1449,unweighted,1
17,1450,unweighted,1
17,1451,unweighted,1
17,228,unweighted,1
17,51,unweighted,1
17,1452,unweighted,1
17,1453,unweighted,1
17,1454,unweighted,1
17,1455,unweighted,1
17,1456,unweighted,1
17,229,unweighted,1
17,1457,unweighted,1
17,1458,unweighted,1
17,1459,unweighted,1
17,1460,unweighted,1
17,1461,unweighted,1
17,1462,unweighted,1
17,98,unweighted,1
17,1463,unweighted,1
17,1464,unweighted,1
17,230,unweighted,1
17,1465,unweighted,1
17,89,unweighted,1
17,1466,unweighted,1
17,1467,unweighted,1
17,134,unweighted,1
17,1468,unweighted,1
17,1469,unweighted,1
17,1470,unweighted,1
17,1471,unweighted,1
17,1472,unweighted,1
17,1473,unweighted,1
17,1474,unweighted,1
17,1475,unweighted,1
17,1476,unweighted,1
51,227,unweighted,1
51,1477,unweighted,1
51,1478,unweighted,1
51,1479,unweighted,1
51,1480,unweighted,1
51,1481,unweighted,1
51,1482,unweighted,1
51,1483,unweighted,1
51,1484,unweighted,1
51,1485,unweighted,1
51,17,unweighted,1
51,231,unweighted,1
52,1486,unweighted,1
52,1487,unweighted,1
52,1488,unweighted,1
52,1489,unweighted,1
52,1490,unweighted,1
52,1491,unweighted,1
52,1492,unweighted,1
52,1493,unweighted,1
52,1494,unweighted,1
52,1495,unweighted,1
52,1496,unweighted,1
52,1497,unweighted,1
52,1498,unweighted,1
52,1499,unweighted,1
52,1500,unweighted,1
52,1501,unweighted,1
52,1502,unweighted,1
52,1503,unweighted,1
52,1504,unweighted,1
52,1505,unweighted,1
52,1506,unweighted,1
52,1507,unweighted,1
52,1508,unweighted,1
52,1509,unweighted,1
52,1510,unweighted,1
52,1511,unweighted,1
52,1512,unweighted,1
52,1513,unweighted,1
52,1514,unweighted,1
52,1515,unweighted,1
52,1516,unweighted,1
52,1517,unweighted,1
52,1518,unweighted,1
52,1519,unweighted,1
52,1520,unweighted,1
52,1521,unweighted,1
52,1522,unweighted,1
52,1523,unweighted,1
52,1524,unweighted,1
52,1525,unweighted,1
53,1526,unweighted,1
53,1527,unweighted,1
53,1528,unweighted,1
53,1529,unweighted,1
53,1530,unweighted,1
53,1531,unweighted,1
53,1532,unweighted,1
53,251,unweighted,1
53,1533,unweighted,1
53,1534,unweighted,1
53,1535,unweighted,1
53,1536,unweighted,1
53,1537,unweighted,1
53,1538,unweighted,1
53,1539,unweighted,1
53,1540,unweighted,1
53,1541,unweighted,1
53,1542,unweighted,1
53,1543,unweighted,1
53,1544,unweighted,1
53,1545,unweighted,1
53,1546,unweighted,1
53,1547,unweighted,1
53,1548,unweighted,1
53,1549,unweighted,1
53,1550,unweighted,1
53,1551,unweighted,1
53,1552,unweighted,1
53,1553,unweighted,1
53,1554,unweighted,1
53,1555,unweighted,1
53,1556,unweighted,1
53,1557,unweighted,1
53,1558,unweighted,1
53,1559,unweighted,1
53,1560,unweighted,1
53,1561,unweighted,1
53,1562,unweighted,1
53,1563,unweighted,1
53,1564,unweighted,1
54,58,unweighted,1
54,1565,unweighted,1
54,1566,unweighted,1
54,1567,unweighted,1
54,1568,unweighted,1
54,1569,unweighted,1
55,1570,unweighted,1
55,1571,unweighted,1
55,1572,unweighted,1
55,1573,unweighted,1
55,1574,unweighted,1
55,1575,unweighted,1
55,1576,unweighted,1
55,1577,unweighted,1
55,1578,unweighted,1
55,1579,unweighted,1
55,1580,unweighted,1
55,1581,unweighted,1
55,1582,unweighted,1
55,1583,unweighted,1
55,1584,unweighted,1
55,1585,unweighted,1
55,1586,unweighted,1
55,1587,unweighted,1
55,1588,unweighted,1
55,1589,unweighted,1
55,1590,unweighted,1
55,56,unweighted,1
55,1591,unweighted,1
55,221,unweighted,1
55,1592,unweighted,1
55,1593,unweighted,1
55,1594,unweighted,1
55,1595,unweighted,1
55,1596,unweighted,1
55,1597,unweighted,1
55,1064,unweighted,1
55,1598,unweighted,1
55,1599,unweighted,1
55,1600,unweighted,1
55,1601,unweighted,1
55,1602,unweighted,1
55,1603,unweighted,1
55,1604,unweighted,1
55,1605,unweighted,1
55,1049,unweighted,1
56,1606,unweighted,1
56,1607,unweighted,1
56,1608,unweighted,1
56,1609,unweighted,1
56,1610,unweighted,1
56,237,unweighted,1
56,1611,unweighted,1
56,1612,unweighted,1
56,1613,unweighted,1
56,1614,unweighted,1
56,1615,unweighted,1
56,1616,unweighted,1
56,1617,unweighted,1
56,1586,unweighted,1
56,1618,unweighted,1
56,1619,unweighted,1
56,1620,unweighted,1
56,1621,unweighted,1
56,1622,unweighted,1
56,1623,unweighted,1
56,1624,unweighted,1
56,1625,unweighted,1
56,1626,unweighted,1
56,1627,unweighted,1
56,1628,unweighted,1
56,1629,unweighted,1
56,1630,unweighted,1
56,1631,unweighted,1
56,1632,unweighted,1
56,1633,unweighted,1
56,1634,unweighted,1
56,1635,unweighted,1
56,1636,unweighted,1
56,1637,unweighted,1
56,1638,unweighted,1
56,1639,unweighted,1
56,1640,unweighted,1
56,1056,unweighted,1
56,1641,unweighted,1
56,1642,unweighted,1
57,1643,unweighted,1
57,1644,unweighted,1
57,1023,unweighted,1
57,1645,unweighted,1
57,1646,unweighted,1
57,1647,unweighted,1
57,1648,unweighted,1
57,1649,unweighted,1
57,1650,unweighted,1
57,1651,unweighted,1
57,1247,unweighted,1
57,1652,unweighted,1
57,1653,unweighted,1
57,1654,unweighted,1
57,1655,unweighted,1
57,1656,unweighted,1
57,1657,unweighted,1
57,1658,unweighted,1
57,1659,unweighted,1
57,1660,unweighted,1
57,1661,unweighted,1
57,1662,unweighted,1
57,1238,unweighted,1
57,1663,unweighted,1
57,1664,unweighted,1
57,1665,unweighted,1
57,1666,unweighted,1
57,1667,unweighted,1
57,1668,unweighted,1
57,1669,unweighted,1
57,1670,unweighted,1
57,1671,unweighted,1
57,1672,unweighted,1
57,1673,unweighted,1
57,1674,unweighted,1
57,1675,unweighted,1
57,1676,unweighted,1
57,232,unweighted,1
57,1677,unweighted,1
57,1678,unweighted,1
58,1679,unweighted,1
58,233,unweighted,1
58,234,unweighted,1
58,235,unweighted,1
58,1680,unweighted,1
58,236,unweighted,1
58,1681,unweighted,1
58,1682,unweighted,1
58,1683,unweighted,1
58,1684,unweighted,1
58,1685,unweighted,1
58,1568,unweighted,1
58,1686,unweighted,1
58,1687,unweighted,1
58,237,unweighted,1
58,1688,unweighted,1
58,1689,unweighted,1
58,1690,unweighted,1
58,1691,unweighted,1
58,1692,unweighted,1
58,1693,unweighted,1
58,1606,unweighted,1
58,1694,unweighted,1
58,1695,unweighted,1
58,1696,unweighted,1
58,1697,unweighted,1
58,1698,unweighted,1
58,1699,unweighted,1
58,1700,unweighted,1
58,1701,unweighted,1
58,1702,unweighted,1
58,1703,unweighted,1
58,1704,unweighted,1
58,1705,unweighted,1
58,1706,unweighted,1
58,1707,unweighted,1
58,1708,unweighted,1
58,1709,unweighted,1
58,1710,unweighted,1
58,1711,unweighted,1
59,1712,unweighted,1
59,1713,unweighted,1
59,1714,unweighted,1
59,1715,unweighted,1
59,1716,unweighted,1
59,1717,unweighted,1
59,1718,unweighted,1
59,1719,unweighted,1
59,1720,unweighted,1
59,1721,unweighted,1
59,1722,unweighted,1
59,1723,unweighted,1
59,1724,unweighted,1
59,1725,unweighted,1
59,1726,unweighted,1
59,82,unweighted,1
59,1727,unweighted,1
59,1728,unweighted,1
59,1729,unweighted,1
59,1730,unweighted,1
59,1731,unweighted,1
59,1732,unweighted,1
59,1733,unweighted,1
59,1734,unweighted,1
59,1735,unweighted,1
59,1736,unweighted,1
59,56,unweighted,1
59,1737,unweighted,1
59,1738,unweighted,1
59,1739,unweighted,1
59,1740,unweighted,1
59,1741,unweighted,1
59,1742,unweighted,1
59,1743,unweighted,1
59,1744,unweighted,1
59,1745,unweighted,1
59,1746,unweighted,1
59,1747,unweighted,1
59,1748,unweighted,1
59,1749,unweighted,1
60,1659,unweighted,1
60,1750,unweighted,1
60,1751,unweighted,1
60,1752,unweighted,1
60,1753,unweighted,1
60,1754,unweighted,1
60,1226,unweighted,1
60,1755,unweighted,1
60,1756,unweighted,1
60,1757,unweighted,1
60,1758,unweighted,1
60,1759,unweighted,1
60,1760,unweighted,1
60,1761,unweighted,1
60,1762,unweighted,1
60,1763,unweighted,1
60,1764,unweighted,1
60,1765,unweighted,1
60,1766,unweighted,1
60,1767,unweighted,1
60,1768,unweighted,1
60,41,unweighted,1
60,1769,unweighted,1
60,1770,unweighted,1
60,1771,unweighted,1
60,1772,unweighted,1
60,1773,unweighted,1
60,1774,unweighted,1
60,1775,unweighted,1
60,1776,unweighted,1
60,1777,unweighted,1
60,1778,unweighted,1
60,1779,unweighted,1
60,1780,unweighted,1
60,1781,unweighted,1
60,1782,unweighted,1
60,1783,unweighted,1
60,1784,unweighted,1
60,1785,unweighted,1
60,1786,unweighted,1
61,1787,unweighted,1
61,1788,unweighted,1
61,1789,unweighted,1
61,1790,unweighted,1
61,1791,unweighted,1
61,1792,unweighted,1
61,1793,unweighted,1
61,1794,unweighted,1
61,1795,unweighted,1
61,1796,unweighted,1
61,1797,unweighted,1
61,1798,unweighted,1
61,1799,unweighted,1
61,1800,unweighted,1
61,1801,unweighted,1
61,1802,unweighted,1
61,1803,unweighted,1
61,1804,unweighted,1
61,1805,unweighted,1
61,1806,unweighted,1
61,1807,unweighted,1
61,1808,unweighted,1
61,1809,unweighted,1
61,1810,unweighted,1
61,1811,unweighted,1
61,1812,unweighted,1
61,1813,unweighted,1
61,1814,unweighted,1
61,1815,unweighted,1
61,1816,unweighted,1
61,1817,unweighted,1
61,1818,unweighted,1
61,1819,unweighted,1
61,1820,unweighted,1
61,1821,unweighted,1
61,1822,unweighted,1
61,1823,unweighted,1
61,1824,unweighted,1
61,1825,unweighted,1
61,1826,unweighted,1
62,1827,unweighted,1
62,1828,unweighted,1
62,1829,unweighted,1
62,1830,unweighted,1
62,1831,unweighted,1
62,1832,unweighted,1
62,1833,unweighted,1
62,1834,unweighted,1
62,1835,unweighted,1
62,1836,unweighted,1
62,13,unweighted,1
62,1837,unweighted,1
62,1838,unweighted,1
62,1839,unweighted,1
62,1840,unweighted,1
62,1841,unweighted,1
62,1842,unweighted,1
62,1843,unweighted,1
62,1844,unweighted,1
62,1845,unweighted,1
62,1846,unweighted,1
62,1847,unweighted,1
62,1848,unweighted,1
62,1849,unweighted,1
62,1850,unweighted,1
62,1851,unweighted,1
62,1852,unweighted,1
62,1853,unweighted,1
62,1854,unweighted,1
62,1855,unweighted,1
62,1856,unweighted,1
62,1857,unweighted,1
62,1858,unweighted,1
62,1859,unweighted,1
62,1860,unweighted,1
62,1861,unweighted,1
62,1862,unweighted,1
62,1863,unweighted,1
62,1864,unweighted,1
62,1865,unweighted,1
63,1866,unweighted,1
63,1867,unweighted,1
63,1868,unweighted,1
63,1869,unweighted,1
63,1870,unweighted,1
63,1871,unweighted,1
63,1872,unweighted,1
63,1873,unweighted,1
63,1874,unweighted,1
63,1875,unweighted,1
63,1876,unweighted,1
63,1877,unweighted,1
63,1878,unweighted,1
63,1879,unweighted,1
63,1880,unweighted,1
63,1881,unweighted,1
63,1882,unweighted,1
63,1883,unweighted,1
63,1884,unweighted,1
63,1885,unweighted,1
63,1886,unweighted,1
63,1887,unweighted,1
63,108,unweighted,1
63,1888,unweighted,1
64,1889,unweighted,1
64,1890,unweighted,1
64,1891,unweighted,1
64,1892,unweighted,1
64,1893,unweighted,1
64,1894,unweighted,1
64,1895,unweighted,1
64,1409,unweighted,1
64,1896,unweighted,1
64,1897,unweighted,1
64,1898,unweighted,1
64,1899,unweighted,1
64,1900,unweighted,1
64,1901,unweighted,1
64,1902,unweighted,1
64,1903,unweighted,1
64,1904,unweighted,1
64,1905,unweighted,1
64,1906,unweighted,1
64,1907,unweighted,1
64,1908,unweighted,1
64,1909,unweighted,1
64,1910,unweighted,1
64,1911,unweighted,1
64,1912,unweighted,1
64,1913,unweighted,1
64,1914,unweighted,1
64,1915,unweighted,1
64,1916,unweighted,1
64,1917,unweighted,1
64,1918,unweighted,1
64,1919,unweighted,1
64,1920,unweighted,1
64,1921,unweighted,1
64,1922,unweighted,1
64,1923,unweighted,1
64,1924,unweighted,1
64,1925,unweighted,1
64,1926,unweighted,1
64,1927,unweighted,1
65,1928,unweighted,1
65,1929,unweighted,1
65,1930,unweighted,1
65,1931,unweighted,1
65,1932,unweighted,1
65,1933,unweighted,1
65,1934,unweighted,1
65,1935,unweighted,1
65,1936,unweighted,1
65,1937,unweighted,1
65,1938,unweighted,1
65,1939,unweighted,1
65,1940,unweighted,1
65,1941,unweighted,1
65,1942,unweighted,1
65,1943,unweighted,1
65,1883,unweighted,1
65,1944,unweighted,1
65,11,unweighted,1
65,6,unweighted,1
65,1945,unweighted,1
65,1946,unweighted,1
65,1947,unweighted,1
65,1948,unweighted,1
65,1949,unweighted,1
65,1950,unweighted,1
65,1951,unweighted,1
65,1952,unweighted,1
65,1953,unweighted,1
65,1954,unweighted,1
